ID,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,ApplicationDate,Monthlyincome,Monthlyloanpyament,Totaldebttoincomeratio
B8837,74154,Employed,60,0,490,4,0,0,15,1711,22062,115854,1,39,575,Master,13572,Married,Other,45.6,0,Home,17,9429,137916,4,24.99,40.0,19.0,2021-07-27,6179.5,398.27659700854804,14.374570709742665
B8838,16863,Employed,24,0,135,2,0,0,23,689,36741,4602,0,18,552,Bachelor,16596,Married,Own,564.0,2,Other,23,10108,35572,3,19.98,57.0,0.0,2021-07-28,1405.25,844.5046005738582,69.70322722461187
B8839,68904,Employed,96,3,432,3,0,0,13,926,8247,42486,0,58,575,Associate,23905,Divorced,Mortgage,5.66,4,Home,32,13219,50733,3,23.1,51.0,36.0,2021-07-29,5742.0,548.0469104028529,17.06804093352234
B8840,51064,Employed,72,5,490,4,0,1,11,1181,17241,3856,0,28,611,High School,16760,Single,Rent,17.0,1,Home,18,6698,21097,1,27.15,54.0,5.0,2021-07-30,4255.333333333333,473.82715722362036,22.64986269521276
B8841,30023,Employed,36,0,912,3,0,0,22,347,50493,109337,0,28,534,Associate,18159,Divorced,Own,4.12,0,Debt Consolidation,28,17335,159830,5,25.36,50.0,3.0,2021-07-31,2501.9166666666665,725.4606367221809,65.44824847838714
B8842,28422,Unemployed,60,3,244,4,0,0,18,1560,53039,58152,0,36,584,Master,14095,Single,Own,5.35,2,Auto,28,6737,111191,7,18.9,60.0,15.0,2021-08-01,2368.5,364.8569444108464,25.70643632724705
B8843,33556,Employed,48,0,356,4,0,0,14,1423,155422,7751,0,38,588,High School,15660,Single,Rent,4.13,0,Auto,12,23282,50254,4,21.71,56.0,15.0,2021-08-02,2796.3333333333335,490.92297802460683,30.28691064577209
B8844,136703,Employed,84,0,336,2,0,0,13,1098,97438,9435,1,57,652,Associate,36853,Single,Rent,1.79,1,Education,35,12553,46025,5,20.26,34.0,37.0,2021-08-03,11391.916666666666,824.1442915622359,10.18392537014318
B8845,62068,Employed,72,1,377,0,0,0,16,3475,44695,11511,0,43,556,High School,34943,Divorced,Rent,3.53,3,Other,19,2655,56206,4,25.14,50.0,18.0,2021-08-04,5172.333333333333,944.2698510924724,25.54494782030945
B8846,119717,Employed,36,0,693,4,0,0,11,707,21795,80886,1,46,642,Master,13872,Divorced,Rent,21.1,3,Home,22,2304,102681,5,17.49,35.0,21.0,2021-08-05,9976.416666666666,497.96414676695997,11.937794766995097
B8847,25217,Employed,48,0,780,4,0,1,29,370,8192,70254,0,43,407,Associate,21967,Single,Mortgage,5.65,0,Home,18,22133,78446,5,28.87,57.0,20.0,2021-08-06,2101.4166666666665,776.5720239367558,74.07250778142154
B8848,41034,Employed,48,2,700,8,0,0,28,969,96496,7565,0,42,542,Bachelor,45774,Married,Other,2.95,2,Other,17,2127,22222,6,23.6,57.0,19.0,2021-08-07,3419.5,1482.2122952094085,63.81670698082786
B8849,19980,Employed,108,2,255,7,0,0,25,2375,5314,18401,0,43,580,Associate,22993,Single,Mortgage,2.7,0,Education,21,2398,23715,2,26.79,51.0,22.0,2021-08-08,1665.0,565.4084845670618,49.27378285688059
B8850,27909,Employed,96,1,318,3,0,0,16,622,6400,40745,0,18,530,Associate,12927,Single,Mortgage,14.2,2,Debt Consolidation,31,3946,47145,2,33.41,55.0,0.0,2021-08-09,2325.75,387.6778207127749,30.34194649952811
B8851,101905,Employed,84,0,120,6,0,0,27,262,15998,8865,1,37,614,Associate,22653,Single,Rent,4.65,1,Auto,26,5450,24863,6,22.7,42.0,14.0,2021-08-10,8492.083333333334,540.5014209405548,7.777849027316282
B8852,48057,Employed,72,2,620,2,0,0,2,5941,104079,8629,0,53,620,Bachelor,14531,Married,Mortgage,1.38,0,Debt Consolidation,25,22628,28569,5,19.63,51.0,29.0,2021-08-11,4004.75,344.94906411832307,24.09511365549218
B8853,51166,Unemployed,60,0,440,4,1,0,2,3478,43714,178703,0,80,641,Doctorate,26447,Married,Rent,198.0,3,Auto,19,2115,222417,3,19.26,67.0,53.0,2021-08-12,4263.833333333333,689.8388648227779,26.498194851802634
B8854,48660,Employed,24,2,434,4,0,0,18,1456,34424,1231,0,25,584,High School,23903,Divorced,Rent,11.4,0,Debt Consolidation,17,4544,35655,7,23.93,54.0,3.0,2021-08-13,4055.0,1262.942878475479,41.84815976511662
B8855,34636,Employed,96,1,519,4,0,0,26,1123,11349,84677,0,45,542,Bachelor,53213,Single,Mortgage,4.57,0,Debt Consolidation,25,2860,96026,1,32.25,50.0,22.0,2021-08-14,2886.3333333333335,1551.7559739849457,71.74347987013324
B8856,36498,Employed,36,0,442,4,0,0,5,535,106433,3300,0,33,578,High School,18844,Divorced,Mortgage,18.8,2,Auto,19,26631,74971,3,20.3,54.0,8.0,2021-08-15,3041.5,703.1943444824273,37.65228816315724
B8857,38902,Employed,60,0,226,4,0,0,5,1579,14421,63501,0,64,537,Bachelor,19108,Single,Rent,798.0,0,Debt Consolidation,26,10481,77922,4,26.49,58.0,39.0,2021-08-16,3241.8333333333335,577.6585492627821,24.790248807653555
B8858,52174,Self-Employed,48,0,245,1,0,0,8,3225,26095,4358,0,23,594,Bachelor,60297,Married,Own,2.97,2,Education,24,1218,13041,5,27.81,54.0,2.0,2021-08-17,4347.833333333333,2094.9296571444206,53.81829241716765
B8859,35457,Employed,48,3,253,3,0,0,6,843,12346,19428,0,47,598,Associate,16353,Married,Rent,2.58,3,Other,23,8382,31774,5,19.65,59.0,25.0,2021-08-18,2954.75,494.58333982123236,25.30106911993341
B8860,16198,Self-Employed,36,1,107,4,0,0,3,299,61740,7142,0,23,576,Associate,32554,Married,Mortgage,1.72,0,Auto,19,6016,39920,1,24.08,61.0,2.0,2021-08-19,1349.8333333333333,1278.5540965182774,102.64630916297894
B8861,98724,Employed,36,0,211,2,0,0,17,7648,218828,9102,1,36,504,Master,14150,Single,Mortgage,9.01,0,Home,20,50919,67434,1,22.58,38.0,15.0,2021-08-20,8227.0,544.6498744782469,9.18499908202561
B8862,125217,Employed,60,3,589,2,0,0,21,365,24101,2395,1,39,520,High School,19657,Single,Own,24.4,0,Home,27,2933,26496,4,22.87,40.0,14.0,2021-08-21,10434.75,552.6728942329487,10.941066093897302
B8863,78392,Employed,12,1,413,3,0,0,19,3085,75702,10290,1,52,645,Master,10546,Married,Rent,12.8,2,Home,28,1983,59780,5,17.53,36.0,29.0,2021-08-22,6532.666666666667,964.499849633968,21.086333038585078
B8864,15109,Employed,60,0,245,1,0,0,22,591,47117,9185,0,27,525,Associate,35340,Widowed,Own,6.75,0,Home,24,1601,56302,9,27.12,53.0,5.0,2021-08-23,1259.0833333333333,1081.654584531962,105.3667020609143
B8865,48233,Unemployed,60,0,486,1,0,0,5,1343,62972,24393,0,47,496,Associate,22105,Single,Mortgage,10.7,2,Auto,22,4438,87365,3,30.79,57.0,24.0,2021-08-24,4019.4166666666665,725.9352774459871,30.152019010536037
B8866,53202,Employed,96,2,518,4,0,0,18,1474,55235,2030,0,40,469,High School,19409,Married,Rent,239.0,2,Auto,24,3420,20029,8,33.82,50.0,17.0,2021-08-25,4433.5,587.7904649358047,24.941704408160703
B8867,21488,Employed,48,0,85,2,0,0,17,699,16371,130616,0,43,648,Master,54317,Divorced,Own,35.3,1,Home,20,3364,146987,4,18.02,49.0,21.0,2021-08-26,1790.6666666666667,1596.129570028024,93.88288738056724
B8868,46410,Self-Employed,48,3,424,7,0,0,26,1824,33512,2846,1,51,562,Bachelor,13947,Married,Rent,7.28,1,Auto,24,2587,36358,4,20.69,42.0,30.0,2021-08-27,3867.5,429.5564412704721,22.069979089087838
B8869,17069,Employed,36,4,622,6,0,0,25,888,7784,125733,0,24,532,Bachelor,34636,Married,Mortgage,4.49,1,Home,18,4535,133517,4,24.11,55.0,0.0,2021-08-28,1422.4166666666667,1360.8703284618741,139.4015111696203
B8870,26984,Unemployed,72,1,419,6,0,0,14,375,2595,150334,0,49,625,Associate,43291,Single,Own,7.37,2,Other,38,3947,152929,3,23.07,55.0,28.0,2021-08-29,2248.6666666666665,1115.399189495824,68.23595565501738
B8871,61266,Employed,36,0,289,3,0,0,21,119,34994,29149,1,33,602,Associate,17415,Married,Own,5.93,2,Debt Consolidation,19,3358,64143,10,19.5,40.0,12.0,2021-08-30,5105.5,642.7756416641956,18.25042878590139
B8872,61005,Employed,24,4,499,5,0,0,14,477,55319,95080,0,53,610,Master,24670,Divorced,Mortgage,8.03,0,Home,14,6955,150399,4,21.75,50.0,31.0,2021-08-31,5083.75,1276.7904275675828,34.930719007968186
B8873,36083,Employed,84,1,456,3,0,0,18,532,29713,7928,0,44,599,Doctorate,16001,Married,Rent,11.6,0,Auto,14,5203,5735,3,23.85,50.0,17.0,2021-09-01,3006.9166666666665,393.32147059472794,28.245593900553548
B8874,40058,Employed,24,1,126,1,0,1,29,6695,20010,1196,0,37,481,Bachelor,24468,Single,Mortgage,2.67,1,Home,29,1411,21206,6,29.25,61.0,16.0,2021-09-02,3338.1666666666665,1358.646526731814,44.47490718653395
B8875,30983,Employed,48,3,292,3,0,0,6,140,33865,2894,0,32,569,Bachelor,6765,Married,Rent,4.56,1,Debt Consolidation,28,1388,36759,7,22.33,54.0,8.0,2021-09-03,2581.9166666666665,214.3524465740211,19.6114945579455
B8876,89335,Employed,60,2,1228,1,0,0,24,217,4805,265717,1,49,576,Bachelor,7821,Married,Rent,17.2,1,Education,24,7918,270522,6,23.12,35.0,27.0,2021-09-04,7444.583333333333,221.01722473320302,19.464047346279102
B8877,17542,Employed,48,2,274,3,0,0,15,1532,44635,6514,0,55,642,Bachelor,41378,Married,Own,41.2,1,Home,25,5829,29255,8,20.99,50.0,32.0,2021-09-05,1461.8333333333333,1281.075979264929,106.37847309986972
B8878,32619,Employed,72,3,303,4,0,1,27,511,9830,111911,0,33,484,Bachelor,34269,Single,Mortgage,43.0,0,Debt Consolidation,21,2786,121741,5,30.61,54.0,9.0,2021-09-06,2718.25,1044.4680361458998,49.57115924384805
B8879,131982,Employed,36,1,509,2,0,0,5,1071,60529,14309,1,26,591,Doctorate,33229,Single,Mortgage,21.7,2,Debt Consolidation,19,2921,74838,5,23.42,40.0,7.0,2021-09-07,10998.5,1293.5706539259431,16.389240841259657
B8880,30365,Employed,60,1,1418,1,0,0,14,2752,18642,94643,0,48,598,Bachelor,22370,Married,Mortgage,17.5,2,Education,20,2864,113285,4,26.58,50.0,27.0,2021-09-08,2530.4166666666665,677.4708909839719,82.81129817819088
B8881,23727,Employed,36,2,191,1,0,0,19,687,58913,9391,0,22,508,Bachelor,34653,Married,Mortgage,3.28,0,Home,17,15588,51884,5,23.67,51.0,0.0,2021-09-09,1977.25,1353.539026974146,78.11551533565031
B8882,27056,Employed,108,4,350,7,0,0,8,988,5858,45586,0,24,598,High School,46998,Divorced,Own,3.63,1,Auto,29,2050,51444,10,28.79,57.0,1.0,2021-09-10,2254.6666666666665,1221.9771962949033,69.72104655358825
B8883,128265,Employed,60,1,293,5,0,0,10,1699,81079,10730,0,27,574,Doctorate,62810,Married,Own,4.91,1,Debt Consolidation,26,1022,68445,4,30.64,49.0,4.0,2021-09-11,10688.75,2056.8773265276714,21.984584975115624
B8884,61976,Employed,60,0,434,6,0,0,22,437,33734,7901,0,35,605,Bachelor,70691,Married,Mortgage,2.06,1,Home,25,5526,29109,2,21.85,49.0,11.0,2021-09-12,5164.666666666667,1946.3844014886295,46.089797369729496
B8885,23605,Unemployed,72,1,636,3,0,1,10,1360,181972,51471,0,23,566,Master,15796,Widowed,Own,21.8,1,Education,22,7228,233443,2,27.52,61.0,2.0,2021-09-13,1967.0833333333333,450.2468726299541,55.22119242346727
B8886,40522,Employed,60,1,427,5,0,1,6,1279,31694,1814,0,18,524,Bachelor,20093,Married,Mortgage,4.64,0,Home,18,21440,23774,8,25.81,62.0,0.0,2021-09-14,3376.8333333333335,599.3358050833691,30.39343976358627
B8887,26935,Employed,36,3,630,2,0,0,2,1844,36135,26677,0,26,409,High School,27782,Single,Own,33.5,2,Debt Consolidation,23,4369,62812,3,30.61,58.0,2.0,2021-09-15,2244.5833333333335,1188.6910679796306,81.02577618620964
B8888,69380,Employed,60,4,230,3,0,0,10,2669,12131,10636,0,47,542,Bachelor,29140,Married,Rent,11.1,1,Auto,21,3408,22767,3,26.14,49.0,24.0,2021-09-16,5781.666666666667,874.8820882435841,19.11009665454455
B8889,42693,Unemployed,120,0,364,2,0,0,23,770,78034,5281,0,24,542,Master,13400,Single,Rent,6.94,0,Home,20,834,16905,10,29.83,56.0,1.0,2021-09-17,3557.75,351.56657525704105,20.11289650079519
B8890,38953,Employed,12,1,309,9,0,1,7,1087,56043,9028,0,35,582,High School,16048,Single,Other,10.6,2,Other,29,12460,25949,3,21.36,57.0,10.0,2021-09-18,3246.0833333333335,1497.0639642880587,55.638250125681466
B8891,52629,Employed,72,0,215,3,0,0,14,202,25089,5798,0,63,608,Master,26794,Divorced,Mortgage,3.78,2,Auto,16,1977,13898,5,25.78,55.0,42.0,2021-09-19,4385.75,734.6317800517397,21.65266556579239
B8892,94137,Employed,60,0,432,2,1,0,13,1339,9725,178359,1,39,591,Bachelor,28325,Married,Mortgage,33.9,0,Auto,20,6691,188084,4,21.81,45.0,15.0,2021-09-20,7844.75,779.2488695002928,15.440248185095673
B8893,44893,Employed,48,0,271,3,0,0,23,1684,12607,12878,0,44,605,High School,20929,Married,Other,1.01,0,Education,27,6691,25485,4,23.03,47.0,18.0,2021-09-21,3741.0833333333335,671.1492957478805,25.183862849385353
B8894,30346,Employed,84,0,400,5,0,0,24,769,114633,6190,0,28,487,Associate,23652,Married,Rent,2.4,3,Other,30,5567,10846,5,29.69,53.0,4.0,2021-09-22,2528.8333333333335,671.3576470432217,42.36568827693489
B8895,108102,Employed,48,1,404,0,0,0,27,14038,77356,58263,0,65,635,High School,41058,Married,Own,21.9,2,Home,24,498,135619,2,21.65,46.0,43.0,2021-09-23,9008.5,1285.7875936485732,18.757702099667792
B8896,51947,Employed,96,0,261,4,0,1,11,4178,6139,62100,0,33,566,High School,15270,Married,Mortgage,27.6,0,Other,22,2720,68239,7,27.45,54.0,6.0,2021-09-24,4328.916666666667,394.26027201413865,15.136818804107385
B8897,32594,Employed,36,1,528,3,0,0,9,147,52380,69880,0,37,596,Master,26622,Married,Rent,25.5,0,Education,21,1147,122260,5,18.75,54.0,14.0,2021-09-25,2716.1666666666665,972.49484306336,55.243106451372405
B8898,29282,Unemployed,48,1,702,4,0,0,5,5426,14188,23101,0,55,637,Bachelor,48115,Married,Other,2.29,0,Home,15,2608,37289,4,21.43,60.0,30.0,2021-09-26,2440.1666666666665,1501.0649683848044,90.28338098701472
B8899,54461,Employed,60,1,787,3,1,1,22,49,4447,89307,0,37,585,High School,28420,Single,Own,8.27,3,Home,22,2703,93754,5,25.95,69.0,15.0,2021-09-27,4538.416666666667,850.0670862414732,36.07132633425328
B8900,35448,Employed,48,0,218,2,0,0,13,433,6804,49113,0,40,569,High School,33466,Widowed,Other,4.32,1,Education,20,483,55917,7,22.58,56.0,15.0,2021-09-28,2954.0,1064.9483066644088,43.430883773338145
B8901,47872,Employed,36,0,272,5,0,0,27,2419,9664,74177,0,36,629,High School,15011,Divorced,Rent,6.86,1,Home,18,3623,83841,4,19.65,54.0,15.0,2021-09-29,3989.3333333333335,555.1891795090571,20.73502288207864
B8902,109774,Employed,120,1,391,2,0,0,6,4397,59322,54981,0,36,600,Master,10756,Married,Mortgage,12.9,1,Auto,30,5447,114303,4,31.89,49.0,13.0,2021-09-30,9147.833333333334,298.6732905028843,7.539198249161561
B8903,32312,Employed,60,0,539,3,0,0,12,4526,22377,10575,0,44,623,Bachelor,29676,Married,Mortgage,32.2,0,Home,34,674,15324,3,24.81,51.0,23.0,2021-10-01,2692.6666666666665,867.7273598162569,52.24290764358468
B8904,21675,Employed,36,3,219,5,0,0,10,896,6560,43098,0,46,536,High School,24338,Single,Rent,30.4,1,Home,19,8972,49658,6,26.71,54.0,20.0,2021-10-02,1806.25,989.8214162157776,66.92436906384928
B8905,22829,Self-Employed,72,1,367,5,0,0,5,178,1945,82860,0,32,606,Bachelor,4451,Married,Mortgage,8.33,1,Auto,29,32646,84805,4,21.79,51.0,10.0,2021-10-03,1902.4166666666667,111.2822457211653,25.140772476472836
B8906,190682,Unemployed,60,0,774,6,0,0,13,425,22329,53481,1,30,499,Doctorate,23421,Widowed,Rent,34.9,0,Auto,22,2008,75810,3,23.16,39.0,10.0,2021-10-04,15890.166666666666,662.4038058283637,9.039576714079129
B8907,98269,Employed,120,1,361,2,0,0,1,825,45141,175002,0,32,628,Bachelor,19580,Married,Mortgage,6.31,2,Home,23,2433,220143,3,26.45,51.0,9.0,2021-10-05,8189.083333333333,465.5994331833487,10.09391893496442
B8908,66848,Employed,12,0,627,5,0,0,20,313,105302,8819,0,23,536,Associate,10409,Married,Rent,40.5,1,Other,22,4048,83603,1,21.8,51.0,0.0,2021-10-06,5570.666666666667,973.2222592796204,28.72586631066815
B8909,15000,Employed,48,0,316,6,0,0,9,1570,22095,35069,0,20,476,Master,22538,Single,Own,5.54,2,Home,35,3180,57164,6,33.54,56.0,0.0,2021-10-07,1250.0,858.556670760949,93.96453366087593
B8910,22595,Employed,60,0,429,2,0,0,12,546,62725,87913,0,43,598,Bachelor,31636,Married,Rent,23.1,1,Education,21,2225,150638,5,23.27,56.0,22.0,2021-10-08,1882.9166666666667,896.7481311128923,70.40928335186858
B8911,72767,Employed,36,1,872,1,0,0,6,1419,10473,16563,0,51,608,High School,32688,Single,Rent,25.1,0,Education,18,1970,27036,5,20.41,49.0,26.0,2021-10-09,6063.916666666667,1221.6426958106088,34.5262445198061
B8912,82145,Self-Employed,24,4,389,6,0,0,1,288,33113,76053,1,50,624,Master,16860,Married,Own,41.3,0,Auto,39,1550,109166,6,18.19,46.0,25.0,2021-10-10,6845.416666666667,843.2689854119676,18.001372968462608
B8913,37133,Employed,12,3,695,6,0,0,9,1014,88442,175217,0,18,506,Master,31747,Married,Rent,534.0,1,Education,27,2017,263659,8,25.01,49.0,0.0,2021-10-11,3094.4166666666665,3017.5223822931366,119.97487029735717
B8914,23304,Employed,36,2,345,0,0,0,2,1806,121288,308210,0,37,609,Bachelor,49699,Single,Own,2.62,1,Home,25,1322,429498,2,21.0,49.0,16.0,2021-10-12,1942.0,1872.413171541389,114.18193468287275
B8915,93723,Unemployed,60,1,455,6,0,1,13,346,42159,36667,0,26,540,Bachelor,27763,Divorced,Rent,1.58,0,Debt Consolidation,24,763,78826,12,21.38,61.0,4.0,2021-10-13,7810.25,757.0292016053596,15.518443092159144
B8916,140167,Employed,108,0,297,3,0,1,24,1862,3671,84898,1,41,535,High School,14038,Divorced,Mortgage,33.6,1,Home,21,4729,88569,4,30.54,40.0,20.0,2021-10-14,11680.583333333334,382.6184474644905,5.818360505378502
B8917,67273,Self-Employed,72,1,643,3,0,0,20,581,15638,40898,0,34,586,Master,32534,Divorced,Own,14.9,2,Education,19,5093,56536,6,23.55,60.0,10.0,2021-10-15,5606.083333333333,847.6515526320571,26.58989287170884
B8918,29640,Employed,48,3,1203,3,0,0,20,1995,64555,3223,0,47,603,Associate,22011,Divorced,Mortgage,15.4,0,Education,29,13454,30472,4,21.68,54.0,21.0,2021-10-16,2470.0,689.6620397180645,76.62599351085281
B8919,127082,Employed,36,1,259,2,0,0,28,402,27836,11885,1,39,518,Bachelor,28263,Single,Mortgage,9.9,0,Education,25,2550,39721,3,28.39,40.0,17.0,2021-10-17,10590.166666666666,1175.0221333978684,13.541072379073686
B8920,37338,Employed,60,3,386,2,0,0,4,708,12314,6155,0,18,417,High School,32870,Single,Own,25.7,0,Education,28,816,18469,3,35.01,55.0,0.0,2021-10-18,3111.5,1166.776769161664,49.90444381043433
B8921,109876,Self-Employed,48,5,335,2,0,0,15,1567,23727,60388,0,28,559,High School,20300,Married,Other,318.0,1,Home,27,3081,84115,4,27.6,56.0,8.0,2021-10-19,9156.333333333334,702.8600183973379,11.334886800364096
B8922,48631,Employed,48,0,598,2,0,0,27,2169,9207,18592,1,40,592,Doctorate,22602,Married,Rent,8.72,1,Home,25,4109,27799,2,18.12,46.0,17.0,2021-10-20,4052.5833333333335,665.3518450797264,31.17398807541839
B8923,124856,Employed,48,1,478,4,0,0,5,230,30532,65548,1,41,515,Associate,18447,Single,Mortgage,1.95,0,Home,21,2773,96080,6,22.16,42.0,20.0,2021-10-21,10404.666666666666,582.7961658407648,10.195388279369176
B8924,37383,Employed,120,1,708,1,0,0,27,77,12181,69487,0,23,611,Master,23824,Married,Mortgage,9.47,1,Home,28,221,81668,3,32.69,49.0,0.0,2021-10-22,3115.25,675.867980722746,44.422373187472786
B8925,30798,Employed,96,0,873,2,1,0,1,691,17294,38484,0,21,586,Master,10693,Married,Mortgage,291.0,2,Other,26,4296,55778,8,22.73,67.0,2.0,2021-10-23,2566.5,242.5867567700149,43.46724164309429
B8926,101986,Employed,120,0,169,5,0,0,27,2082,17850,72647,0,40,664,Doctorate,56166,Married,Rent,24.0,0,Home,17,1157,90497,1,26.69,41.0,20.0,2021-10-24,8498.833333333334,1345.2479181768424,17.8171268783187
B8927,56041,Employed,96,1,633,2,0,0,3,1164,26003,4560,0,23,547,Doctorate,23573,Widowed,Rent,7.8,2,Debt Consolidation,25,1285,30563,8,30.48,54.0,0.0,2021-10-25,4670.083333333333,657.9715633242702,27.643437411700795
B8928,45812,Employed,48,2,328,6,0,0,10,2150,2493,38346,0,19,583,Associate,31864,Married,Own,22.7,0,Home,23,6348,40839,7,24.28,50.0,0.0,2021-10-26,3817.6666666666665,1043.7633921911508,35.931984428302215
B8929,29685,Employed,48,1,736,1,0,0,26,664,33769,136608,0,34,541,Doctorate,18503,Married,Mortgage,5.56,2,Home,27,6829,170377,4,21.84,53.0,12.0,2021-10-27,2473.75,581.3509158346901,53.253195182807076
B8930,23118,Employed,24,1,144,5,0,0,24,319,11116,49473,0,34,520,Associate,18850,Married,Rent,6.63,0,Education,21,1623,60589,6,26.36,51.0,8.0,2021-10-28,1926.5,1018.961338431896,60.366537162309676
B8931,31958,Self-Employed,60,3,252,0,0,0,17,1865,10353,46862,0,29,532,Bachelor,25052,Married,Own,14.9,3,Debt Consolidation,20,11228,57215,4,22.7,53.0,6.0,2021-10-29,2663.1666666666665,701.9163769887468,35.81887641236924
B8932,63261,Employed,24,2,325,6,0,0,26,2328,9715,4940,0,31,544,Master,22168,Married,Rent,32.6,1,Home,32,1853,14655,6,27.02,54.0,7.0,2021-10-30,5271.75,1205.7256947299707,29.03638629923594
B8933,36755,Employed,60,2,404,3,0,0,6,478,39660,4483,0,40,565,Master,23750,Single,Rent,3.22,1,Home,32,1724,44143,2,25.24,61.0,19.0,2021-10-31,3062.9166666666665,700.4395916541606,36.058427696503685
B8934,88340,Employed,36,1,528,1,0,0,11,2455,79082,9361,0,31,616,Bachelor,25115,Single,Other,49.2,2,Home,24,5350,9660,1,23.43,47.0,11.0,2021-11-01,7361.666666666667,977.8323253645874,20.455046303345085
B8935,46634,Employed,72,0,317,2,0,0,9,375,38699,14237,0,40,637,Associate,20770,Married,Rent,4.34,0,Education,17,6119,52936,6,22.13,50.0,18.0,2021-11-02,3886.1666666666665,523.4735790128977,21.627316867853438
B8936,160372,Unemployed,12,4,217,4,0,0,17,741,21750,32415,0,35,629,Bachelor,64286,Married,Mortgage,38.1,2,Home,33,5984,54165,4,23.1,51.0,15.0,2021-11-03,13364.333333333334,6050.893321345908,46.90015704496476
B8937,23936,Employed,36,0,645,3,0,0,15,4974,22336,46853,0,42,563,Associate,32883,Single,Mortgage,10.9,0,Auto,24,2898,69189,1,22.37,59.0,21.0,2021-11-04,1994.6666666666667,1262.1196141464693,95.61094322258369
B8938,66927,Employed,60,1,217,1,0,0,24,200,6899,28529,1,50,601,Bachelor,29148,Divorced,Mortgage,17.4,1,Home,26,4390,35428,6,21.27,38.0,27.0,2021-11-05,5577.25,792.9848344140609,18.10901133020863
B8939,77261,Employed,60,3,208,5,0,0,29,428,48872,7165,1,50,583,Master,20606,Single,Mortgage,21.6,1,Other,34,221,6460,2,20.95,41.0,28.0,2021-11-06,6438.416666666667,556.8821186170948,11.879972331972324
B8940,86335,Employed,48,3,162,4,1,0,17,948,68150,7136,0,55,667,Master,34564,Divorced,Rent,3.29,2,Other,23,16417,50458,4,19.54,56.0,32.0,2021-11-07,7194.583333333333,1043.3425368469866,16.753472452845127
B8941,46978,Employed,36,4,242,3,0,0,12,1007,36989,8855,0,50,593,High School,31511,Married,Mortgage,1.33,2,Auto,24,1653,12545,5,18.41,50.0,26.0,2021-11-08,3914.8333333333335,1145.6896693510103,35.44696673381609
B8942,97850,Employed,96,2,699,2,0,0,9,888,58714,10014,0,42,637,Bachelor,25488,Single,Own,41.0,1,Auto,28,11576,22575,5,24.38,51.0,22.0,2021-11-09,8154.166666666667,605.6679915137915,16.000016247486457
B8943,19184,Employed,72,0,447,2,0,1,9,3388,355720,7892,0,34,603,High School,16311,Married,Rent,23.7,0,Home,19,2806,13378,4,22.9,62.0,13.0,2021-11-10,1598.6666666666667,418.5909234818628,54.144553178598585
B8944,71283,Employed,48,3,382,2,0,0,3,1952,57208,10312,0,35,587,Bachelor,48148,Married,Rent,40.4,0,Auto,23,3625,55563,3,25.04,56.0,17.0,2021-11-11,5940.25,1597.523765717767,33.3239133995668
B8945,23657,Self-Employed,84,0,304,4,0,0,12,3142,16239,47838,0,29,542,High School,18472,Married,Own,27.0,2,Home,15,17025,64077,4,25.54,57.0,7.0,2021-11-12,1971.4166666666667,473.95307089262815,39.461625948816575
B8946,35225,Employed,36,0,123,4,0,0,7,260,16132,6330,0,40,454,Master,34367,Married,Rent,1.98,1,Home,28,2404,15226,4,26.62,53.0,16.0,2021-11-13,2935.4166666666665,1396.0433151730524,51.74881414358163
B8947,50837,Employed,24,3,304,5,0,0,12,29743,3942,147837,0,48,620,Associate,21044,Single,Other,28.1,1,Home,19,337,151779,8,17.23,43.0,23.0,2021-11-14,4236.416666666667,1042.7901617752632,31.790786122908823
B8948,69671,Employed,60,3,802,6,0,0,29,1330,101338,202269,1,31,549,High School,13803,Single,Mortgage,11.3,1,Auto,19,6100,303607,7,20.94,36.0,8.0,2021-11-15,5805.916666666667,372.9518039863821,20.237145509374898
B8949,22928,Employed,60,0,610,1,0,0,7,373,26409,36896,0,39,595,Bachelor,25157,Divorced,Mortgage,5.5,1,Home,24,5378,63305,3,24.06,62.0,14.0,2021-11-16,1910.6666666666667,724.5921070715801,69.84955201002688
B8950,101742,Employed,24,2,630,2,0,0,5,842,9496,165817,1,31,582,High School,23514,Divorced,Rent,5.49,0,Debt Consolidation,21,2089,175313,6,16.6,38.0,8.0,2021-11-17,8478.5,1158.071087600371,21.08947440703392
B8951,80378,Employed,24,0,1028,7,0,0,29,3096,110554,9943,0,42,531,Associate,22950,Married,Other,3.41,0,Auto,17,2675,26658,5,22.45,49.0,19.0,2021-11-18,6698.166666666667,1195.7098161368742,33.19878299241395
B8952,54950,Employed,36,0,570,7,0,1,9,121,49126,1176,0,33,631,Bachelor,18400,Married,Own,48.3,1,Home,22,6532,12551,6,18.75,55.0,12.0,2021-11-19,4579.166666666667,672.1472884218249,27.12605543414358
